序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
323,162208,宏利首选企业股票A,2026-07-23,2.0355,3.2138,-2.43,-6.91,-24.84,-0.68,-0.93,32.85,45.2,22.03,6.71,412.46,31.3904,0.15%
324,018971,富国致弘量化选股股票A,2026-07-23,1.4577,1.4577,0.86,-2.96,-10.14,-0.12,3.0,32.77,64.86,,13.77,45.77,31.8827,0.15%
325,206012,鹏华价值精选股票,2026-07-23,4.091,4.091,-0.82,0.37,-6.51,2.69,-2.2,32.48,69.54,38.72,8.26,309.1,31.3744,0.15%
326,017289,宏利首选企业股票C,2026-07-23,2.0088,2.0088,-2.43,-6.92,-24.85,-0.75,-1.07,32.45,44.03,20.74,6.54,12.56,31.003,0.00%
327,017946,国富沪港深成长精选股票C,2026-07-23,2.3496,2.3496,0.72,-0.47,-0.94,4.17,4.06,32.41,68.47,49.63,11.89,38.17,31.2846,0.00%
328,005259,建信龙头企业股票,2026-07-23,2.5658,2.5658,-1.67,-1.45,-5.76,6.53,7.71,32.18,85.86,66.6,9.7,156.58,31.1088,0.15%
329,005636,博时量化多策略股票C,2026-07-23,1.7331,1.9602,-0.32,-2.42,-8.69,1.42,-1.33,32.15,65.16,41.57,7.2,105.89,31.2574,0.00%
330,000594,大摩进取优选股票,2026-07-23,3.038,3.038,1.4,1.27,-1.46,2.98,7.05,32.14,60.49,27.06,12.69,203.8,31.6291,0.15%
331,004925,长信低碳环保行业量化股票A,2026-07-23,1.9498,1.9498,3.63,0.64,-18.17,-14.83,-11.1,32.05,75.47,17.11,-4.31,94.98,29.5979,0.15%
332,018972,富国致弘量化选股股票C,2026-07-23,1.4327,1.4327,0.86,-2.97,-10.18,-0.26,2.7,31.99,62.9,,13.4,43.27,31.1036,0.00%
333,009557,申万菱信创业板量化精选股票A,2026-07-23,1.2945,1.2945,1.32,-3.32,-8.68,-6.72,-1.92,31.92,117.45,71.0,3.23,29.45,30.2576,0.15%
334,005894,华夏优势精选股票,2026-07-23,1.503,1.503,-2.7,-7.67,-17.27,-1.66,0.12,31.9,66.54,25.14,6.11,50.3,30.6502,0.15%
335,013641,博道成长智航股票A,2026-07-23,1.6024,1.6024,0.28,-6.63,-18.5,-4.25,-2.37,31.67,109.25,76.07,7.67,60.24,30.5099,1.50%
336,013151,长信低碳环保行业量化股票C,2026-07-23,1.9124,1.9124,3.63,0.64,-18.19,-14.91,-11.27,31.54,74.08,15.71,-4.51,-31.4,29.0941,0.00%
337,010505,申万菱信创业板量化精选股票C,2026-07-23,1.2047,1.2047,1.33,-3.32,-8.71,-6.81,-2.12,31.39,115.74,68.99,3.0,20.47,29.7329,0.00%
338,001163,银华中国梦30股票,2026-07-23,1.781,2.064,-2.25,-5.47,-10.5,7.74,10.07,31.34,43.63,16.94,18.5,108.89,30.6676,0.15%
339,013642,博道成长智航股票C,2026-07-23,1.5648,1.5648,0.27,-6.63,-18.54,-4.37,-2.61,31.0,107.18,73.44,7.36,56.48,29.8481,0.00%
340,003984,嘉实新能源新材料股票A,2026-07-23,2.3907,2.3907,5.47,3.17,-16.72,-24.18,-19.74,30.92,82.85,15.13,-14.31,139.07,28.1396,0.15%
341,015627,圆信永丰弘阳股票A,2026-07-23,1.2134,1.2134,-3.06,-3.44,-8.7,15.03,0.82,30.45,63.07,45.35,14.92,21.34,29.7893,0.15%
342,003985,嘉实新能源新材料股票C,2026-07-23,2.2968,2.2968,5.47,3.16,-16.76,-24.27,-19.94,30.28,81.05,13.42,-14.55,129.68,27.515,0.00%
343,015628,圆信永丰弘阳股票C,2026-07-23,1.2107,1.2107,-3.07,-3.45,-8.74,14.9,0.62,30.15,62.71,45.03,14.64,21.07,29.5005,0.00%
344,024711,中金新锐股票A,2026-07-23,4.9846,4.9846,0.3,0.75,-6.71,-4.81,-2.57,30.08,,,5.97,33.24,28.8976,0.15%
345,005968,创金合信工业周期股票A,2026-07-23,2.1116,2.1116,0.45,-4.25,-12.15,-2.2,-9.52,29.95,36.31,-5.36,-2.47,111.16,29.0788,0.15%
346,000978,景顺长城量化精选股票A,2026-07-23,2.047,2.301,-0.05,-2.94,-9.7,-3.22,-3.94,29.85,71.25,41.59,8.54,136.87,28.387,0.15%
347,002121,广发沪港深新起点股票A,2026-07-23,2.3364,2.4214,-0.33,-1.7,-5.09,6.13,3.14,29.63,62.53,75.0,13.39,150.08,28.976,0.15%
348,023524,广发制造智选股票发起式A,2026-07-23,1.4135,1.4766,1.52,-5.32,-17.89,-9.09,-9.54,29.61,,,-0.88,47.99,28.1659,0.15%
349,011149,创金合信ESG责任投资股票A,2026-07-23,1.3151,1.3151,-0.61,-1.92,-7.24,-0.02,0.38,29.6,48.31,13.82,8.14,31.51,28.2149,0.75%
350,024712,中金新锐股票C,2026-07-23,4.8322,4.8322,0.3,0.74,-6.75,-4.93,-2.81,29.44,,,5.68,32.54,28.2601,0.00%
351,023853,景顺长城量化精选股票C,2026-07-23,2.036,2.237,-0.05,-2.96,-9.75,-3.32,-4.05,29.41,,,8.41,38.11,27.8764,0.00%
352,012445,华富新能源股票型发起式A,2026-07-23,1.0494,1.0494,2.72,-4.09,-23.15,-22.88,-19.25,29.4,63.23,30.09,-11.88,4.94,27.3389,0.15%
353,013465,博时智选量化多因子股票A,2026-07-23,1.0856,1.5937,-1.11,-4.23,-8.95,-1.36,-6.61,29.33,100.34,75.74,4.53,63.72,28.8918,0.15%
354,010024,广发沪港深新起点股票C,2026-07-23,2.2721,2.2721,-0.33,-1.7,-5.13,6.03,2.95,29.05,60.46,72.04,13.08,29.83,28.3962,0.00%
355,005969,创金合信工业周期股票C,2026-07-23,1.9961,1.9961,0.45,-4.26,-12.2,-2.37,-9.84,29.04,34.42,-7.33,-2.85,99.61,28.177,0.00%
356,011645,国泰核心价值两年持有期股票A,2026-07-23,1.049,1.049,-0.99,-2.27,-9.65,-10.8,-12.95,29.03,72.02,38.24,0.58,4.9,27.5845,0.15%
357,011150,创金合信ESG责任投资股票C,2026-07-23,1.2791,1.2791,-0.61,-1.92,-7.28,-0.14,0.14,28.97,46.85,12.13,7.85,27.91,27.591,0.00%
358,017824,华安新材料主题股票发起式A,2026-07-23,1.5792,1.5792,2.98,-2.09,-22.3,-17.91,-17.75,28.94,61.59,,-9.74,57.92,26.9147,0.15%
359,023525,广发制造智选股票发起式C,2026-07-23,1.402,1.4648,1.51,-5.33,-17.93,-9.23,-9.8,28.84,,,-1.21,46.79,27.4089,0.00%
360,019879,万家周期驱动股票发起式A,2026-07-23,1.6605,1.6605,1.72,7.2,2.03,-15.96,-16.19,28.82,45.94,,-3.23,66.05,26.8332,0.15%
361,005402,广发资源优选股票A,2026-07-23,1.9935,1.9935,2.53,6.29,-3.09,-6.51,-11.64,28.75,25.17,37.47,1.55,99.35,27.9525,0.15%
362,000082,嘉实研究阿尔法股票A,2026-07-23,2.354,3.189,0.34,-0.59,-5.27,-1.3,3.38,28.7,57.46,38.63,9.29,359.99,27.9348,0.15%
363,013466,博时智选量化多因子股票C,2026-07-23,1.0822,1.5638,-1.12,-4.25,-8.99,-1.49,-6.85,28.67,98.33,73.12,4.24,59.89,28.2327,0.00%
364,017967,华富新能源股票型发起式C,2026-07-23,1.0281,1.0281,2.72,-4.1,-23.2,-22.99,-19.49,28.63,61.3,27.75,-12.18,10.42,26.5821,0.00%
365,011236,摩根行业睿选股票A,2026-07-23,1.028,1.028,1.54,-0.46,-4.01,-10.21,2.52,28.6,89.32,53.11,1.92,2.8,27.5434,0.15%
366,006251,银华兴盛股票A,2026-07-23,1.6918,1.6918,-0.29,-1.36,-5.69,-2.26,-1.15,28.42,23.48,11.16,6.95,69.18,26.6507,0.15%
367,011646,国泰核心价值两年持有期股票C,2026-07-23,1.0224,1.0224,-0.99,-2.28,-9.68,-10.9,-13.16,28.38,70.31,36.17,0.29,2.24,26.9431,0.00%
368,017825,华安新材料主题股票发起式C,2026-07-23,1.5583,1.5583,2.98,-2.1,-22.33,-18.01,-17.95,28.31,59.99,,-9.99,55.83,26.3009,0.00%
369,002168,嘉实智能汽车股票,2026-07-23,2.757,2.757,5.11,3.34,-15.87,-21.25,-16.33,28.29,67.29,4.83,-11.78,175.7,26.4099,0.15%
370,023129,富国致盛量化选股股票A,2026-07-23,1.4092,1.4092,-0.02,-3.31,-11.92,-0.26,7.57,28.25,,,13.88,40.92,27.4948,0.15%
371,010235,广发资源优选股票C,2026-07-23,1.9486,1.9486,2.53,6.28,-3.12,-6.6,-11.81,28.23,24.17,35.82,1.32,15.42,27.4428,0.00%
372,005927,创金合信新能源汽车股票A,2026-07-23,1.99,1.99,1.18,-7.62,-21.93,-9.42,-9.81,28.22,26.18,0.35,-1.07,99.0,26.9781,0.15%
373,019880,万家周期驱动股票发起式C,2026-07-23,1.6394,1.6394,1.72,7.19,1.98,-16.06,-16.4,28.2,44.61,,-3.49,63.94,26.2242,0.00%
374,019306,嘉实研究阿尔法股票C,2026-07-23,2.323,2.323,0.35,-0.6,-5.34,-1.44,3.11,28.06,55.91,,8.96,39.86,27.218,0.00%
375,011237,摩根行业睿选股票C,2026-07-23,1.0006,1.0006,1.54,-0.47,-4.05,-10.32,2.27,27.95,87.45,50.83,1.64,0.06,26.9153,0.00%
376,024395,银华兴盛股票C,2026-07-23,1.6852,1.6852,-0.29,-1.36,-5.72,-2.37,-1.35,27.91,,,6.71,34.77,26.1566,0.00%
377,007137,鹏扬元合量化大盘A,2026-07-23,1.5957,1.8697,0.54,-1.15,-7.5,-1.83,2.47,27.8,55.78,43.58,8.78,96.39,26.8745,0.15%
378,011142,创金合信新材料新能源股票A,2026-07-23,1.1079,1.1079,1.93,-9.16,-29.34,-20.76,-17.63,27.67,30.28,9.29,-2.01,10.79,25.1582,0.15%
379,023130,富国致盛量化选股股票C,2026-07-23,1.3987,1.3987,-0.01,-3.31,-11.96,-0.4,7.26,27.49,,,13.51,39.87,26.7398,0.00%
380,005037,银华新能源新材料A,2026-07-23,1.4375,1.7005,3.94,2.43,-15.34,-20.53,-18.9,27.37,59.47,15.82,-10.48,68.83,24.4589,0.15%
381,005928,创金合信新能源汽车股票C,2026-07-23,1.8774,1.8774,1.17,-7.63,-21.98,-9.58,-10.12,27.32,24.42,-1.75,-1.46,87.74,26.0931,0.00%
382,008128,湘财长源股票型A,2026-07-23,1.134,1.6262,1.35,-1.43,-10.51,-8.18,-3.52,27.14,61.29,20.08,6.51,66.21,26.1542,0.15%
383,009550,汇添富开放视野中国优势六个月持有股票A,2026-07-23,0.8977,0.8977,0.08,1.65,-1.28,1.1,6.77,27.13,43.36,34.91,9.26,-10.23,26.8296,0.15%
384,000996,中银新动力股票A,2026-07-23,0.9651,0.9651,-0.6,-4.78,-18.78,-10.06,-11.21,26.99,38.86,5.94,0.32,-3.49,26.1569,0.15%
385,001736,圆信永丰优加生活,2026-07-23,3.8537,3.8537,2.35,2.56,-4.12,-5.66,0.97,26.9,45.2,21.93,7.29,285.37,26.5209,0.15%
386,011143,创金合信新材料新能源股票C,2026-07-23,1.0715,1.0715,1.92,-9.17,-29.39,-20.88,-17.88,26.89,28.72,7.34,-2.34,7.15,24.405,0.00%
387,005038,银华新能源新材料C,2026-07-23,1.384,1.643,3.94,2.42,-15.37,-20.61,-19.06,26.86,58.21,14.45,-10.68,62.74,23.9699,0.00%
388,007138,鹏扬元合量化大盘C,2026-07-23,1.4876,1.7496,0.54,-1.16,-7.56,-2.02,2.07,26.76,53.27,40.13,8.29,82.92,25.8438,0.00%
389,011146,创金合信气候变化责任投资股票A,2026-07-23,1.4391,1.4391,-2.57,-10.6,-23.92,2.54,-6.44,26.69,59.4,45.73,1.39,43.91,25.9165,0.15%
390,008129,湘财长源股票型C,2026-07-23,1.0936,1.5811,1.35,-1.43,-10.54,-8.29,-3.77,26.52,59.67,18.29,6.21,60.31,25.528,0.00%
391,001166,建信环保产业股票A,2026-07-23,1.118,1.118,2.66,-2.44,-14.2,-17.67,-15.3,26.47,35.68,-4.44,-10.7,11.8,24.7768,0.15%
392,003745,广发多元新兴股票,2026-07-23,2.112,2.112,-1.27,-6.13,-19.19,-7.21,-4.5,26.44,67.39,30.71,7.76,111.2,25.535,0.15%
393,000971,诺安新经济股票,2026-07-23,1.847,1.847,0.76,1.82,-5.52,-0.27,-1.91,26.33,44.98,20.56,7.45,84.7,24.8817,0.15%
394,014453,中银新动力股票C,2026-07-23,0.9458,0.9458,-0.6,-4.79,-18.8,-10.1,-11.36,26.28,37.67,4.51,0.19,-32.59,25.6042,0.00%
395,011147,创金合信气候变化责任投资股票C,2026-07-23,1.4074,1.4074,-2.57,-10.61,-23.95,2.43,-6.63,26.18,58.13,43.98,1.16,40.74,25.4032,0.00%
396,009551,汇添富开放视野中国优势六个月持有股票C,2026-07-23,0.8556,0.8556,0.08,1.64,-1.34,0.91,6.35,26.12,41.09,31.71,8.79,-14.44,25.8235,0.00%
397,003834,华夏能源革新股票A,2026-07-23,2.918,2.918,4.1,1.57,-14.4,-19.79,-16.1,25.99,39.95,5.12,-9.69,191.8,24.435,0.15%
398,020682,建信环保产业股票C,2026-07-23,1.11,1.11,2.59,-2.46,-14.29,-17.78,-15.46,25.99,34.71,,-10.91,44.72,24.3001,0.00%
399,580008,东吴新产业精选股票A,2026-07-23,4.3219,4.3219,-0.19,-5.85,-13.61,-8.64,5.02,25.67,68.29,60.9,11.12,332.19,24.6762,0.15%
400,004686,华夏研究精选股票,2026-07-23,1.8847,1.8847,0.35,-1.11,-3.62,4.72,7.61,25.4,49.69,34.55,11.46,88.47,25.0381,0.15%
401,013188,华夏能源革新股票C,2026-07-23,2.834,2.834,4.11,1.58,-14.43,-19.92,-16.35,25.29,38.31,3.32,-10.0,-27.72,23.7555,0.00%
402,011224,九泰盈泰量化股票A,2026-07-23,0.9697,0.9697,1.25,2.93,2.12,-3.86,-6.51,25.2,35.98,23.92,2.47,-3.03,24.5601,0.15%
403,011470,东吴新产业精选股票C,2026-07-23,4.231,4.231,-0.19,-5.85,-13.63,-8.73,4.81,25.11,66.81,58.86,10.88,18.96,24.1199,0.00%
404,001975,景顺长城环保优势股票,2026-07-23,4.368,4.368,-0.64,-4.48,-11.17,-3.66,-5.68,24.94,83.3,45.31,10.14,336.8,23.6693,0.15%
405,160919,大成产业升级股票(LOF)A,2026-07-23,3.6285,5.6145,2.1,0.02,-5.36,-5.02,-0.86,24.63,37.65,21.4,5.03,242.6,23.8354,0.15%
406,011225,九泰盈泰量化股票C,2026-07-23,0.9414,0.9414,1.26,2.92,2.07,-3.99,-6.77,24.47,34.37,21.72,2.14,-5.86,23.8358,0.00%
407,000418,景顺长城成长之星股票A,2026-07-23,4.518,5.512,0.16,0.31,-6.52,-1.72,2.15,24.4,44.66,37.36,6.96,474.45,23.9899,0.15%
408,007388,摩根研究驱动股票A,2026-07-23,1.2241,1.2241,0.22,-2.06,-9.73,-4.55,-5.03,24.16,38.9,27.99,5.02,22.41,22.3733,0.15%
409,009537,太平行业优选股票A,2026-07-23,1.059,1.109,-0.95,-5.99,-25.88,-15.29,-20.83,24.14,68.9,44.16,-8.09,10.92,22.612,0.12%
410,019206,大成产业升级股票(LOF)C,2026-07-23,3.5769,3.5769,2.1,0.01,-5.4,-5.13,-1.09,24.01,36.27,,4.75,22.88,23.2267,0.00%
411,018650,光大国企改革股票C,2026-07-23,1.661,1.661,-1.19,-0.42,-10.46,-4.1,-5.25,23.96,31.2,18.9,4.33,15.91,23.4944,0.00%
412,001277,博时国企改革股票A,2026-07-23,0.8529,0.8529,0.0,2.82,-4.59,-3.96,-0.5,23.91,36.03,24.88,3.86,-14.71,22.8078,0.15%
413,021503,景顺长城成长之星股票C,2026-07-23,4.479,5.471,0.13,0.31,-6.55,-1.82,1.93,23.9,43.5,,6.72,33.89,23.4564,0.00%
414,005960,博时量化价值股票A,2026-07-23,1.6722,1.9281,0.43,-3.15,-10.37,-8.35,-5.97,23.69,58.13,47.33,3.46,102.96,22.9789,0.15%
415,009538,太平行业优选股票C,2026-07-23,1.0279,1.0779,-0.95,-6.0,-25.91,-15.4,-21.03,23.5,67.22,41.99,-8.35,7.69,22.0059,0.00%
416,001705,泓德战略转型股票,2026-07-23,1.5854,2.4854,0.27,-1.39,-7.18,-4.15,-3.68,23.44,51.99,26.29,1.77,170.18,22.2831,0.15%
417,014382,博时国企改革股票C,2026-07-23,0.8381,0.8381,0.0,2.82,-4.61,-4.05,-0.69,23.43,34.96,23.25,3.64,-18.79,22.3325,0.00%
418,014062,景顺长城专精特新量化优选股票A,2026-07-23,1.0379,1.0379,1.59,-5.79,-15.3,-7.04,-7.66,23.43,89.74,39.32,5.77,3.79,22.7412,0.15%
419,007389,摩根研究驱动股票C,2026-07-23,1.1656,1.1656,0.22,-2.08,-9.79,-4.73,-5.4,23.17,36.7,24.96,4.55,16.56,21.404,0.00%
420,005209,东吴双三角股票A,2026-07-23,0.6904,0.6904,-3.31,-8.94,-19.01,-3.44,4.02,23.07,61.2,19.03,2.12,-30.96,24.5535,0.15%
421,014139,易方达高质量增长量化精选股票A,2026-07-23,1.0535,1.0535,1.02,0.52,-1.99,-0.21,3.08,23.07,58.21,22.13,6.53,5.35,21.7356,0.15%
422,014063,景顺长城专精特新量化优选股票C,2026-07-23,1.0187,1.0187,1.6,-5.8,-15.33,-7.13,-7.84,22.94,88.23,37.64,5.53,1.87,22.2489,0.00%
423,017650,中庚港股通价值股票,2026-07-23,1.3663,1.3663,0.84,1.3,5.4,1.35,0.89,22.87,64.34,36.28,9.49,36.63,21.341,0.15%
424,005961,博时量化价值股票C,2026-07-23,1.5978,1.8215,0.42,-3.16,-10.43,-8.54,-6.34,22.71,55.62,43.84,3.0,90.22,22.0022,0.00%
425,014140,易方达高质量增长量化精选股票C,2026-07-23,1.0398,1.0398,1.02,0.52,-2.02,-0.23,2.95,22.68,56.6,21.13,6.36,3.98,21.3444,0.00%
426,540006,汇丰晋信大盘股票A,2026-07-23,5.5301,5.5901,1.18,4.25,7.2,-3.89,-5.46,22.66,53.43,41.32,0.82,485.88,21.4232,0.15%
427,001047,光大国企改革股票A,2026-07-23,1.563,1.563,-1.2,-0.45,-10.43,-3.99,-5.33,22.59,24.74,11.88,4.2,56.3,22.1094,0.15%
428,011836,银华智能建造股票发起式,2026-07-23,0.6371,0.6371,0.22,-3.88,-9.57,-8.29,-0.79,22.57,41.51,1.32,2.53,-36.29,21.9097,0.15%
429,019941,富国洞见价值股票A,2026-07-23,1.5164,1.5164,0.52,1.53,-0.66,-6.17,-11.18,22.51,48.8,,1.13,51.64,20.5214,0.15%
430,005210,东吴双三角股票C,2026-07-23,0.6604,0.6604,-3.29,-8.95,-19.05,-3.56,3.77,22.46,59.71,17.34,1.84,-33.96,23.9489,0.00%
431,160133,南方天元新产业股票(LOF),2026-07-23,4.2991,4.2991,0.14,1.47,3.93,1.15,-2.77,22.11,49.08,28.52,4.84,329.91,21.2551,0.15%
432,019243,汇丰晋信大盘股票C,2026-07-23,5.467,5.467,1.18,4.24,7.16,-4.01,-5.68,22.11,52.07,,0.56,43.77,20.8818,0.00%
433,010128,宝盈发展新动能股票A,2026-07-23,1.4127,1.4127,1.02,-3.41,-16.84,-3.75,-10.39,22.1,65.62,49.49,-0.56,41.27,22.6835,0.15%
434,001490,汇添富国企创新股票A,2026-07-23,1.948,1.948,0.31,1.14,-4.74,2.31,2.58,21.75,24.71,7.45,10.24,94.8,21.9024,0.15%
435,019942,富国洞见价值股票C,2026-07-23,1.4893,1.4893,0.52,1.52,-0.71,-6.31,-11.44,21.75,46.63,,0.79,48.93,19.7861,0.00%
436,001616,嘉实环保低碳股票,2026-07-23,2.757,2.757,4.39,2.95,-13.47,-19.08,-16.02,21.51,57.27,7.23,-11.21,175.7,20.0784,0.15%
437,010129,宝盈发展新动能股票C,2026-07-23,1.3658,1.3658,1.02,-3.42,-16.88,-3.86,-10.61,21.5,63.22,46.58,-0.84,36.58,22.0881,0.00%
438,010420,民生加银成长优选股票A,2026-07-23,0.9032,0.9032,-1.7,-6.0,-11.37,0.72,11.93,21.5,52.05,25.44,12.34,-9.68,21.3652,0.15%
439,008177,建信高股息主题股票,2026-07-23,1.2268,1.9033,-0.07,-1.95,-15.94,-13.64,-15.37,21.44,37.87,26.41,-6.59,93.06,20.0744,0.15%
440,001790,国泰智能汽车股票A,2026-07-23,2.3194,2.3194,1.48,-3.41,-11.84,-2.94,-13.79,21.42,59.74,6.39,-7.72,131.94,20.4758,0.15%
441,004292,鹏华沪深港互联网股票,2026-07-23,2.3176,2.3176,-2.74,-8.67,-22.19,4.14,-6.87,21.3,96.89,40.78,0.49,131.76,19.5009,0.15%
442,001849,前海开源强势共识100强股票,2026-07-23,1.507,1.507,1.89,1.07,-7.2,4.87,9.04,21.14,43.11,12.13,17.28,50.7,19.7933,0.15%
443,024682,民生加银成长优选股票C,2026-07-23,0.8995,0.8995,-1.69,-6.01,-11.4,0.63,11.71,21.03,,,12.07,19.95,20.9005,0.00%
444,015123,汇添富国企创新股票C,2026-07-23,1.896,1.896,0.26,1.12,-4.82,2.16,2.27,21.0,23.12,5.51,9.85,-7.38,21.1502,0.00%
445,011323,国泰智能汽车股票C,2026-07-23,2.2679,2.2679,1.48,-3.42,-11.86,-3.04,-13.96,20.94,58.48,5.09,-7.92,-10.68,19.9947,0.00%
446,001974,景顺长城量化新动力股票A,2026-07-23,2.146,2.431,0.05,-0.83,-6.78,-0.19,1.9,20.9,44.95,31.59,6.45,151.2,20.0895,0.15%
447,011107,九泰天兴量化智选A,2026-07-23,1.0493,1.0493,1.12,5.12,5.84,-3.4,-0.63,20.85,38.05,23.51,4.46,4.93,19.7694,0.15%
448,000803,工银研究精选股票,2026-07-23,4.061,4.061,1.55,3.92,2.32,-6.28,-12.4,20.76,49.96,37.61,-9.7,306.1,19.1958,0.15%
449,011108,九泰天兴量化智选C,2026-07-23,1.0441,1.0441,1.12,5.12,5.84,-3.42,-0.68,20.72,37.76,23.14,4.41,4.41,19.6539,0.00%
450,014376,东吴新能源汽车股票A,2026-07-23,1.7354,1.7354,0.87,-4.86,-14.2,-16.7,-11.0,20.7,63.75,55.84,-6.1,73.54,19.6663,0.15%
451,004683,建信高端医疗股票A,2026-07-23,1.8856,1.8856,-0.13,-2.11,21.28,17.18,18.45,20.59,39.67,13.0,35.15,88.56,20.7866,0.15%
452,011425,广发优势成长股票A,2026-07-23,0.547,0.547,1.73,2.45,-7.1,-12.2,-16.3,20.48,56.82,8.36,-4.32,-45.3,19.2241,0.15%
453,014377,东吴新能源汽车股票C,2026-07-23,1.7043,1.7043,0.86,-4.87,-14.24,-16.78,-11.18,20.22,62.44,53.96,-6.31,70.43,19.1818,0.00%
454,016352,建信高端医疗股票C,2026-07-23,1.8566,1.8566,-0.13,-2.11,21.24,17.06,18.22,20.12,38.52,11.62,34.86,-1.23,20.3162,0.00%
455,001692,南方国策动力,2026-07-23,2.7975,2.8275,1.01,2.68,-3.28,-5.81,-2.25,20.06,43.45,26.13,2.68,186.56,19.6996,0.15%
456,001637,嘉实量化精选股票,2026-07-23,1.7766,2.1276,0.12,-2.83,-11.5,-7.28,-10.21,20.06,53.65,26.77,1.18,121.63,18.8361,0.15%
457,011426,广发优势成长股票C,2026-07-23,0.5353,0.5353,1.73,2.47,-7.11,-12.27,-16.45,20.02,55.61,7.08,-4.53,-46.47,18.7445,0.00%
458,023188,景顺长城量化新动力股票C,2026-07-23,2.152,2.152,0.09,-0.83,-6.8,-0.32,1.61,20.02,,,6.06,35.26,19.2244,0.00%
459,024153,华安消费机遇股票发起式A,2026-07-23,1.197,1.197,-1.29,-4.92,-16.11,13.1,16.33,19.9,,,23.52,19.7,,0.15%
460,011042,国泰价值先锋股票A,2026-07-23,1.2028,1.2028,-0.48,-1.35,10.55,12.91,-1.47,19.79,83.49,40.56,11.71,20.28,17.7369,0.15%
461,360001,光大量化股票A,2026-07-23,1.2421,3.6916,0.44,-1.3,-4.81,-3.76,-6.73,19.74,66.29,27.13,3.11,526.35,18.5698,0.15%
462,007479,光大量化股票C,2026-07-23,1.2651,1.2676,0.44,-1.31,-4.85,-3.87,-6.92,19.6,67.17,26.81,2.87,33.31,18.4145,0.00%
463,024154,华安消费机遇股票发起式C,2026-07-23,1.1923,1.1923,-1.28,-4.94,-16.14,12.98,16.08,19.43,,,23.24,19.23,,0.00%
464,002952,建信多因子量化股票,2026-07-23,1.6625,1.6625,-0.56,-7.21,-18.36,-2.01,2.02,19.42,53.88,38.47,12.45,66.25,19.0476,0.15%
465,015891,富国上证50基本面精选股票发起式A,2026-07-23,1.2418,1.2418,-0.92,1.85,2.16,2.93,-2.81,19.06,30.91,29.72,0.99,24.18,18.7076,0.15%
466,011793,建信智能汽车股票,2026-07-23,0.9506,0.9506,1.41,0.26,-3.6,-6.54,-6.58,19.02,47.06,21.64,-1.43,-4.94,18.3221,0.15%
467,020748,国联智选先锋股票A,2026-07-23,1.4369,1.7424,1.34,-4.15,-13.42,-6.37,-8.14,18.92,80.35,,1.5,75.8,17.4919,0.15%
468,011043,国泰价值先锋股票C,2026-07-23,1.1527,1.1527,-0.48,-1.36,10.48,12.69,-1.86,18.91,80.67,37.28,11.21,15.27,16.8711,0.00%
469,005457,景顺长城量化小盘股票A,2026-07-23,1.8375,2.1175,0.71,-5.23,-15.37,-10.27,-11.03,18.87,80.93,43.01,0.09,124.16,17.5925,0.15%
470,001719,工银国家战略股票,2026-07-23,2.195,2.195,0.83,0.55,-3.9,-1.57,0.14,18.84,48.91,-0.14,2.81,119.5,18.5845,0.15%
471,004698,博时军工主题股票A,2026-07-23,1.985,1.985,0.56,-3.03,-15.35,-14.92,-14.73,18.72,70.24,22.53,-5.07,98.5,16.6961,0.15%
472,001718,工银物流产业股票A,2026-07-23,4.967,4.967,1.41,-3.63,-6.27,-2.21,-1.51,18.57,48.89,49.65,1.18,396.7,17.5621,0.15%
473,015892,富国上证50基本面精选股票发起式C,2026-07-23,1.2128,1.2128,-0.92,1.85,2.11,2.78,-3.1,18.36,29.35,27.39,0.66,21.28,17.9996,0.00%
474,020749,国联智选先锋股票C,2026-07-23,1.4214,1.7247,1.33,-4.16,-13.46,-6.49,-8.37,18.32,78.53,,1.2,73.92,16.8991,0.00%
475,000696,汇添富环保行业股票,2026-07-23,1.641,1.882,2.18,0.18,-13.13,-14.35,-12.43,18.23,29.21,-4.04,-7.29,83.52,16.8803,0.15%
476,023855,景顺长城量化小盘股票C,2026-07-23,1.825,1.825,0.71,-5.24,-15.41,-10.4,-11.29,18.17,,,-0.25,31.1,16.9047,0.00%
477,011592,博时军工主题股票C,2026-07-23,1.923,1.923,0.58,-3.03,-15.4,-15.06,-14.99,17.98,68.09,20.34,-5.41,4.85,15.9831,0.00%
478,015001,工银物流产业股票C,2026-07-23,4.888,4.888,1.39,-3.65,-6.31,-2.32,-1.75,17.98,47.41,47.45,0.89,31.01,16.9658,0.00%
479,010120,九泰久福量化股票A,2026-07-23,0.8888,0.8888,0.29,-3.27,-15.75,-12.1,-9.82,17.71,57.45,23.05,0.59,-11.12,16.932,0.12%
480,006195,国金量化多因子股票A,2026-07-23,3.0517,3.0517,0.58,-4.98,-16.67,-11.76,-8.9,17.37,80.21,46.34,1.43,205.17,16.2641,0.15%
481,010121,九泰久福量化股票C,2026-07-23,0.8646,0.8646,0.29,-3.27,-15.78,-12.21,-10.05,17.12,55.9,21.21,0.3,-13.54,16.3504,0.00%
482,007470,博道叁佰智航股票A,2026-07-23,1.7486,1.9216,0.38,-1.52,-9.41,-2.66,0.27,16.99,47.72,38.8,3.87,98.75,16.2015,0.12%
