日期,指数,市净率,等权市净率,市净率中位数
2023-03-31,4434.46,1.44,3.4,2.34
2023-04-03,4480.03,1.45,3.48,2.36
2023-04-04,4489.29,1.45,3.44,2.35
2023-04-06,4485.5,1.46,3.45,2.33
2023-04-07,4515.74,1.46,3.48,2.36
2023-04-10,4490.96,1.46,3.44,2.34
2023-04-11,4489.07,1.46,3.43,2.34
2023-04-12,4490.87,1.46,3.43,2.34
2023-04-13,4460.88,1.46,3.4,2.33
2023-04-14,4484.33,1.47,3.41,2.36
2023-04-17,4535.92,1.49,3.41,2.37
2023-04-18,4544.45,1.5,3.4,2.38
2023-04-19,4508.12,1.48,3.38,2.35
2023-04-20,4497.83,1.48,3.36,2.33
2023-04-21,4403.32,1.45,3.26,2.29
2023-04-24,4355.31,1.44,3.21,2.25
2023-04-25,4322.6,1.43,3.15,2.22
2023-04-26,4324.2,1.43,3.14,2.21
2023-04-27,4350.7,1.43,3.14,2.19
2023-04-28,4398.8,1.44,3.13,2.19
2023-05-04,4403.6,1.43,3.1,2.2
2023-05-05,4381.49,1.43,3.07,2.2
2023-05-08,4427.29,1.46,3.09,2.18
2023-05-09,4386.98,1.44,3.06,2.15
2023-05-10,4360.42,1.43,3.06,2.15
2023-05-11,4351.87,1.42,3.05,2.15
2023-05-12,4297.61,1.4,3.02,2.12
2023-05-15,4359.42,1.42,3.06,2.14
2023-05-16,4333.81,1.41,3.05,2.15
2023-05-17,4321.28,1.41,3.05,2.14
2023-05-18,4319.09,1.41,3.06,2.15
2023-05-19,4307.74,1.41,3.07,2.16
2023-05-22,4327.46,1.41,3.08,2.15
2023-05-23,4270.57,1.39,3.05,2.14
2023-05-24,4218.3,1.37,3.03,2.13
2023-05-25,4208.14,1.37,3.03,2.13
2023-05-26,4217.06,1.37,3.04,2.16
2023-05-29,4201.51,1.37,3.03,2.12
2023-05-30,4211.2,1.38,3.04,2.14
2023-05-31,4177.03,1.36,3.03,2.13
2023-06-01,4184.43,1.37,3.05,2.14
2023-06-02,4238.7,1.38,3.08,2.16
2023-06-05,4223.0,1.38,3.06,2.18
2023-06-06,4173.03,1.37,3.01,2.12
2023-06-07,4158.47,1.37,3.0,2.13
2023-06-08,4179.6,1.38,2.99,2.12
2023-06-09,4200.89,1.39,3.02,2.15
2023-06-12,4210.47,1.4,3.17,2.24
2023-06-13,4229.97,1.4,3.19,2.25
2023-06-14,4229.27,1.4,3.2,2.25
2023-06-15,4288.51,1.42,3.25,2.26
2023-06-16,4328.45,1.43,3.31,2.27
2023-06-19,4299.27,1.42,3.31,2.26
2023-06-20,4292.92,1.41,3.31,2.25
2023-06-21,4219.41,1.39,3.24,2.22
2023-06-26,4156.45,1.38,3.19,2.18
2023-06-27,4196.51,1.39,3.22,2.22
2023-06-28,4191.72,1.39,3.22,2.21
2023-06-29,4176.15,1.39,3.21,2.22
2023-06-30,4203.51,1.4,3.24,2.25
2023-07-03,4252.16,1.42,3.27,2.29
2023-07-04,4259.5,1.41,3.29,2.29
2023-07-05,4228.81,1.41,3.26,2.28
2023-07-06,4201.86,1.4,3.24,2.27
2023-07-07,4183.15,1.39,3.22,2.26
2023-07-10,4202.34,1.4,3.24,2.26
2023-07-11,4230.91,1.41,3.26,2.3
2023-07-12,4197.64,1.4,3.23,2.27
2023-07-13,4256.95,1.42,3.27,2.3
2023-07-14,4254.99,1.43,3.26,2.28
2023-07-17,4225.99,1.42,3.25,2.27
2023-07-18,4214.12,1.41,3.24,2.29
2023-07-19,4209.29,1.42,3.23,2.28
2023-07-20,4174.84,1.41,3.2,2.25
2023-07-21,4173.43,1.41,3.2,2.26
2023-07-24,4158.35,1.4,3.19,2.24
2023-07-25,4265.31,1.44,3.25,2.28
2023-07-26,4255.99,1.43,3.24,2.26
2023-07-27,4244.76,1.43,3.22,2.26
2023-07-28,4332.71,1.46,3.24,2.29
2023-07-31,4358.67,1.47,3.26,2.32
2023-08-01,4347.25,1.47,3.25,2.32
2023-08-02,4320.66,1.45,3.24,2.32
2023-08-03,4352.84,1.47,3.25,2.32
2023-08-04,4370.92,1.47,3.27,2.33
2023-08-07,4339.42,1.46,3.24,2.32
2023-08-08,4326.48,1.46,3.23,2.3
2023-08-09,4308.47,1.45,3.21,2.29
2023-08-10,4316.88,1.46,3.22,2.29
2023-08-11,4221.34,1.43,3.16,2.22
2023-08-14,4199.16,1.42,3.15,2.22
2023-08-15,4184.77,1.42,3.12,2.21
2023-08-16,4153.45,1.41,3.08,2.19
2023-08-17,4171.34,1.41,3.09,2.2
2023-08-18,4115.55,1.39,3.04,2.16
2023-08-21,4059.32,1.38,2.99,2.12
2023-08-22,4088.0,1.39,3.0,2.13
2023-08-23,4017.77,1.37,2.93,2.07
2023-08-24,4043.63,1.37,2.95,2.08
2023-08-25,4018.92,1.37,2.89,2.06
2023-08-28,4065.56,1.38,2.9,2.07
2023-08-29,4119.08,1.39,2.96,2.11
2023-08-30,4118.69,1.38,2.96,2.12
2023-08-31,4093.36,1.36,2.94,2.11
2023-09-01,4116.59,1.37,2.94,2.12
2023-09-04,4177.46,1.39,2.98,2.15
2023-09-05,4146.81,1.38,2.96,2.14
2023-09-06,4140.44,1.38,2.96,2.14
2023-09-07,4081.1,1.36,2.91,2.12
2023-09-08,4067.32,1.36,2.91,2.11
2023-09-11,4101.73,1.37,2.93,2.15
2023-09-12,4095.44,1.37,2.93,2.15
2023-09-13,4065.88,1.36,2.9,2.13
2023-09-14,4060.89,1.36,2.88,2.12
2023-09-15,4041.45,1.35,2.88,2.13
2023-09-18,4059.48,1.36,2.89,2.13
2023-09-19,4047.79,1.36,2.87,2.1
2023-09-20,4029.04,1.36,2.85,2.09
2023-09-21,3995.04,1.35,2.82,2.08
2023-09-22,4064.65,1.36,2.87,2.11
2023-09-25,4039.11,1.36,2.86,2.08
2023-09-26,4017.93,1.35,2.85,2.07
2023-09-27,4029.18,1.35,2.87,2.07
2023-09-28,4023.38,1.35,2.87,2.09
2023-10-09,4013.47,1.34,2.87,2.07
2023-10-10,3986.12,1.34,2.85,2.07
2023-10-11,3994.41,1.34,2.85,2.07
2023-10-12,4030.2,1.35,2.87,2.1
2023-10-13,3991.74,1.34,2.84,2.08
2023-10-16,3952.35,1.34,2.8,2.07
2023-10-17,3965.37,1.34,2.81,2.07
2023-10-18,3929.08,1.34,2.77,2.04
2023-10-19,3855.85,1.31,2.74,2.0
2023-10-20,3829.9,1.3,2.71,1.98
2023-10-23,3775.98,1.28,2.65,1.94
2023-10-24,3797.76,1.28,2.68,1.95
2023-10-25,3816.15,1.28,2.67,1.96
2023-10-26,3828.19,1.29,2.67,1.96
2023-10-27,3884.25,1.29,2.71,1.99
2023-10-30,3911.52,1.28,2.73,2.03
2023-10-31,3899.09,1.27,2.69,2.01
2023-11-01,3894.53,1.27,2.68,2.01
2023-11-02,3871.63,1.27,2.65,1.99
2023-11-03,3905.16,1.28,2.68,2.01
2023-11-06,3961.7,1.29,2.74,2.02
2023-11-07,3952.47,1.28,2.73,2.02
2023-11-08,3944.91,1.28,2.74,2.02
2023-11-09,3943.37,1.28,2.73,2.03
2023-11-10,3918.65,1.28,2.72,2.02
2023-11-13,3918.96,1.27,2.73,2.03
2023-11-14,3925.71,1.28,2.74,2.03
2023-11-15,3952.29,1.28,2.76,2.05
2023-11-16,3913.98,1.28,2.72,2.01
2023-11-17,3914.6,1.27,2.73,2.06
2023-11-20,3926.49,1.28,2.75,2.06
2023-11-21,3926.85,1.28,2.73,2.06
2023-11-22,3884.73,1.27,2.7,2.02
2023-11-23,3907.77,1.27,2.72,2.05
2023-11-24,3879.11,1.27,2.69,2.02
2023-11-27,3857.4,1.26,2.69,2.02
2023-11-28,3867.32,1.26,2.7,2.03
2023-11-29,3835.93,1.25,2.68,2.01
2023-11-30,3840.76,1.26,2.68,1.99
2023-12-01,3834.06,1.25,2.68,1.99
2023-12-04,3814.3,1.25,2.67,1.99
2023-12-05,3743.01,1.23,2.61,1.95
2023-12-06,3751.27,1.23,2.62,1.96
2023-12-07,3744.44,1.22,2.61,1.96
2023-12-08,3754.15,1.23,2.63,1.97
2023-12-11,3782.67,1.25,2.84,2.1
2023-12-12,3788.81,1.26,2.84,2.1
2023-12-13,3731.96,1.24,2.8,2.07
2023-12-14,3714.41,1.24,2.79,2.06
2023-12-15,3698.67,1.23,2.77,2.04
2023-12-18,3676.86,1.23,2.74,2.01
2023-12-19,3679.61,1.23,2.74,2.01
2023-12-20,3637.11,1.22,2.7,2.0
2023-12-21,3669.39,1.23,2.73,2.0
2023-12-22,3669.45,1.23,2.72,2.01
2023-12-25,3678.34,1.23,2.72,2.01
2023-12-26,3649.5,1.23,2.69,1.99
2023-12-27,3663.87,1.23,2.7,2.01
2023-12-28,3744.77,1.25,2.77,2.04
2023-12-29,3766.73,1.26,2.79,2.06
2024-01-02,3727.11,1.26,2.78,2.06
2024-01-03,3719.14,1.25,2.74,2.05
2024-01-04,3685.47,1.25,2.71,2.02
2024-01-05,3657.37,1.24,2.67,2.0
2024-01-08,3601.52,1.23,2.61,1.95
2024-01-09,3609.11,1.23,2.62,1.96
2024-01-10,3592.56,1.22,2.61,1.97
2024-01-11,3619.71,1.22,2.64,1.98
2024-01-12,3607.18,1.22,2.62,1.98
2024-01-15,3602.17,1.22,2.61,1.98
2024-01-16,3617.65,1.23,2.61,1.97
2024-01-17,3535.99,1.2,2.54,1.92
2024-01-18,3573.64,1.21,2.56,1.93
2024-01-19,3560.62,1.21,2.54,1.91
2024-01-22,3475.5,1.18,2.44,1.81
2024-01-23,3501.77,1.19,2.48,1.84
2024-01-24,3550.71,1.21,2.5,1.88
2024-01-25,3629.54,1.24,2.56,1.93
2024-01-26,3613.65,1.24,2.52,1.9
2024-01-29,3571.18,1.24,2.47,1.88
2024-01-30,3502.83,1.22,2.4,1.82
2024-01-31,3456.99,1.21,2.34,1.78
2024-02-01,3455.48,1.2,2.34,1.77
2024-02-02,3403.37,1.19,2.28,1.74
2024-02-05,3400.87,1.2,2.25,1.68
2024-02-06,3554.64,1.24,2.41,1.8
2024-02-07,3636.85,1.26,2.52,1.87
2024-02-08,3661.53,1.26,2.54,1.91
2024-02-19,3691.14,1.28,2.56,1.9
2024-02-20,3696.68,1.28,2.55,1.9
2024-02-21,3733.28,1.29,2.57,1.91
2024-02-22,3764.16,1.31,2.59,1.93
2024-02-23,3770.6,1.31,2.6,1.92
2024-02-26,3740.97,1.29,2.6,1.93
2024-02-27,3795.16,1.31,2.66,1.97
2024-02-28,3736.35,1.29,2.59,1.94
2024-02-29,3819.53,1.31,2.67,1.99
2024-03-01,3842.98,1.32,2.69,2.02
2024-03-04,3847.26,1.32,2.7,2.02
2024-03-05,3860.16,1.33,2.69,2.0
2024-03-06,3848.22,1.32,2.68,2.01
2024-03-07,3817.53,1.32,2.64,1.99
2024-03-08,3843.2,1.33,2.67,2.0
2024-03-11,3895.85,1.34,2.72,2.02
2024-03-12,3899.23,1.33,2.73,2.03
2024-03-13,3877.45,1.32,2.72,2.01
2024-03-14,3865.17,1.32,2.71,2.0
2024-03-15,3882.82,1.32,2.73,2.02
2024-03-18,3923.59,1.33,2.77,2.06
2024-03-19,3893.44,1.32,2.74,2.03
2024-03-20,3902.5,1.33,2.75,2.06
2024-03-21,3893.91,1.33,2.73,2.04
2024-03-22,3849.79,1.32,2.69,2.0
2024-03-25,3817.6,1.31,2.64,1.98
2024-03-26,3830.12,1.31,2.63,1.96
2024-03-27,3773.43,1.3,2.57,1.92
2024-03-28,3800.53,1.3,2.6,1.94
2024-03-29,3825.42,1.3,2.62,1.97
2024-04-01,3893.56,1.32,2.67,1.99
2024-04-02,3877.82,1.32,2.65,1.98
2024-04-03,3866.25,1.31,2.63,1.98
2024-04-08,3826.87,1.31,2.59,1.95
2024-04-09,3832.79,1.3,2.62,1.97
2024-04-10,3797.11,1.3,2.58,1.96
2024-04-11,3801.66,1.3,2.58,1.98
2024-04-12,3774.27,1.29,2.57,1.96
2024-04-15,3844.71,1.32,2.6,1.97
2024-04-16,3786.6,1.31,2.53,1.92
2024-04-17,3857.81,1.33,2.6,1.98
2024-04-18,3863.22,1.33,2.6,1.98
2024-04-19,3834.11,1.32,2.56,1.96
2024-04-22,3816.66,1.31,2.56,1.95
2024-04-23,3785.79,1.3,2.53,1.94
2024-04-24,3808.36,1.3,2.55,1.95
2024-04-25,3814.62,1.31,2.54,1.93
2024-04-26,3878.99,1.32,2.58,1.95
2024-04-29,3930.65,1.32,2.62,1.96
2024-04-30,3908.01,1.3,2.6,1.95
2024-05-06,3967.25,1.31,2.64,1.99
2024-05-07,3967.88,1.31,2.64,2.0
2024-05-08,3932.03,1.3,2.61,1.97
2024-05-09,3977.87,1.31,2.65,2.0
2024-05-10,3975.26,1.31,2.64,2.0
2024-05-13,3968.37,1.31,2.62,2.0
2024-05-14,3961.39,1.31,2.63,2.0
2024-05-15,3926.43,1.3,2.6,1.97
2024-05-16,3933.81,1.3,2.6,1.96
2024-05-17,3976.54,1.32,2.63,1.98
2024-05-20,3992.86,1.32,2.65,2.0
2024-05-21,3972.67,1.32,2.62,1.98
2024-05-22,3977.4,1.32,2.63,1.98
2024-05-23,3923.34,1.3,2.58,1.95
2024-05-24,3881.86,1.29,2.55,1.93
2024-05-27,3920.14,1.31,2.58,1.95
2024-05-28,3888.54,1.3,2.56,1.93
2024-05-29,3894.3,1.3,2.56,1.92
2024-05-30,3875.22,1.29,2.56,1.93
2024-05-31,3863.65,1.29,2.56,1.92
2024-06-03,3864.3,1.29,2.56,1.91
2024-06-04,3898.57,1.3,2.58,1.93
2024-06-05,3869.88,1.3,2.57,1.93
2024-06-06,3858.67,1.3,2.55,1.91
2024-06-07,3840.42,1.3,2.54,1.91
2024-06-11,3816.93,1.28,2.56,1.91
2024-06-12,3820.81,1.29,2.57,1.91
2024-06-13,3799.22,1.28,2.57,1.9
2024-06-14,3815.03,1.29,2.58,1.9
2024-06-17,3809.64,1.29,2.7,1.99
2024-06-18,3821.62,1.3,2.71,2.01
2024-06-19,3796.49,1.3,2.7,2.0
2024-06-20,3762.16,1.29,2.67,1.96
2024-06-21,3757.48,1.29,2.67,1.96
2024-06-24,3721.89,1.28,2.62,1.92
2024-06-25,3698.44,1.28,2.58,1.93
2024-06-26,3729.82,1.29,2.62,1.94
2024-06-27,3691.55,1.28,2.58,1.91
2024-06-28,3700.35,1.29,2.58,1.93
2024-07-01,3724.91,1.3,2.59,1.98
2024-07-02,3709.72,1.3,2.57,1.95
2024-07-03,3695.79,1.3,2.55,1.92
2024-07-04,3667.35,1.29,2.51,1.89
2024-07-05,3661.49,1.28,2.53,1.91
2024-07-08,3622.52,1.28,2.49,1.87
2024-07-09,3670.49,1.29,2.54,1.89
2024-07-10,3655.67,1.29,2.53,1.87
2024-07-11,3705.0,1.3,2.58,1.92
2024-07-12,3704.57,1.31,2.58,1.9
2024-07-15,3701.0,1.31,2.56,1.89
2024-07-16,3721.37,1.32,2.58,1.9
2024-07-17,3716.18,1.31,2.57,1.88
2024-07-18,3735.64,1.33,2.59,1.92
2024-07-19,3749.07,1.33,2.61,1.91
2024-07-22,3728.63,1.31,2.61,1.91
2024-07-23,3641.66,1.29,2.52,1.85
2024-07-24,3614.0,1.29,2.49,1.84
2024-07-25,3598.37,1.28,2.49,1.85
2024-07-26,3619.7,1.28,2.52,1.87
2024-07-29,3599.67,1.28,2.5,1.86
2024-07-30,3580.76,1.27,2.49,1.84
2024-07-31,3674.1,1.29,2.59,1.93
2024-08-01,3649.55,1.29,2.57,1.92
2024-08-02,3609.54,1.28,2.54,1.89
2024-08-05,3558.87,1.26,2.49,1.84
2024-08-06,3569.27,1.26,2.52,1.85
2024-08-07,3568.29,1.26,2.52,1.85
2024-08-08,3570.18,1.26,2.52,1.85
2024-08-09,3554.46,1.26,2.49,1.86
2024-08-12,3548.69,1.26,2.48,1.86
2024-08-13,3558.83,1.26,2.49,1.86
2024-08-14,3526.54,1.25,2.46,1.84
2024-08-15,3558.62,1.27,2.46,1.85
2024-08-16,3556.32,1.27,2.45,1.83
2024-08-19,3567.76,1.28,2.45,1.85
2024-08-20,3533.14,1.27,2.41,1.79
2024-08-21,3521.48,1.26,2.4,1.78
2024-08-22,3504.59,1.26,2.37,1.76
2024-08-23,3516.55,1.26,2.36,1.75
2024-08-26,3515.53,1.26,2.35,1.74
2024-08-27,3491.2,1.26,2.32,1.73
2024-08-28,3476.99,1.25,2.32,1.72
2024-08-29,3480.78,1.24,2.34,1.73
2024-08-30,3531.07,1.25,2.38,1.77
2024-09-02,3468.57,1.24,2.32,1.75
2024-09-03,3484.61,1.23,2.34,1.75
2024-09-04,3464.87,1.21,2.33,1.73
2024-09-05,3472.92,1.21,2.34,1.75
2024-09-06,3439.82,1.2,2.31,1.72
2024-09-09,3403.39,1.19,2.29,1.71
2024-09-10,3405.73,1.19,2.3,1.71
2024-09-11,3399.37,1.18,2.31,1.7
2024-09-12,3384.99,1.18,2.29,1.68
2024-09-13,3365.84,1.18,2.27,1.67
2024-09-18,3377.5,1.19,2.27,1.68
2024-09-19,3408.34,1.19,2.3,1.69
2024-09-20,3408.23,1.19,2.29,1.69
2024-09-23,3416.92,1.2,2.29,1.7
2024-09-24,3564.95,1.25,2.38,1.76
2024-09-25,3612.56,1.27,2.4,1.77
2024-09-26,3766.53,1.31,2.51,1.86
2024-09-27,3942.82,1.35,2.67,1.96
2024-09-30,4296.08,1.46,2.97,2.16
2024-10-08,4564.29,1.53,3.23,2.28
2024-10-09,4245.09,1.43,3.02,2.11
2024-10-10,4270.19,1.45,2.98,2.09
2024-10-11,4140.29,1.41,2.85,2.03
2024-10-14,4225.48,1.44,2.92,2.07
2024-10-15,4115.65,1.4,2.85,2.01
2024-10-16,4093.94,1.4,2.82,2.03
2024-10-17,4051.3,1.39,2.81,2.0
2024-10-18,4202.53,1.43,2.95,2.06
2024-10-21,4222.55,1.43,2.99,2.07
2024-10-22,4249.95,1.43,3.0,2.1
2024-10-23,4266.54,1.44,3.0,2.13
2024-10-24,4221.67,1.42,2.97,2.11
2024-10-25,4259.34,1.43,3.0,2.13
2024-10-28,4279.43,1.42,3.01,2.15
2024-10-29,4234.42,1.41,2.96,2.12
2024-10-30,4210.99,1.39,2.93,2.12
2024-10-31,4224.15,1.36,2.94,2.1
2024-11-01,4210.3,1.37,2.9,2.08
2024-11-04,4272.36,1.38,2.95,2.11
2024-11-05,4386.66,1.41,3.05,2.17
2024-11-06,4373.0,1.41,3.06,2.17
2024-11-07,4491.61,1.44,3.13,2.22
2024-11-08,4455.03,1.43,3.13,2.2
2024-11-11,4497.02,1.43,3.2,2.22
2024-11-12,4448.14,1.42,3.16,2.25
2024-11-13,4467.53,1.42,3.17,2.24
2024-11-14,4376.38,1.4,3.08,2.2
2024-11-15,4290.82,1.38,2.99,2.13
2024-11-18,4258.89,1.38,2.93,2.1
2024-11-19,4299.55,1.39,2.99,2.15
2024-11-20,4317.13,1.39,3.02,2.17
2024-11-21,4318.63,1.39,3.02,2.16
2024-11-22,4175.52,1.35,2.9,2.09
2024-11-25,4158.67,1.35,2.89,2.06
2024-11-26,4143.87,1.35,2.87,2.05
2024-11-27,4218.9,1.37,2.95,2.1
2024-11-28,4182.39,1.36,2.92,2.07
2024-11-29,4235.36,1.37,2.98,2.12
2024-12-02,4277.43,1.38,3.02,2.14
2024-12-03,4278.68,1.39,3.0,2.14
2024-12-04,4251.68,1.39,2.98,2.12
2024-12-05,4248.75,1.38,2.99,2.13
2024-12-06,4304.53,1.4,3.03,2.15
2024-12-09,4293.25,1.4,3.01,2.15
2024-12-10,4324.98,1.41,3.03,2.14
2024-12-11,4329.84,1.4,3.05,2.16
2024-12-12,4371.62,1.42,3.08,2.18
2024-12-13,4274.22,1.39,3.02,2.14
2024-12-16,4242.93,1.41,3.13,2.17
2024-12-17,4239.02,1.41,3.1,2.15
2024-12-18,4262.51,1.41,3.13,2.16
2024-12-19,4267.87,1.41,3.14,2.17
2024-12-20,4256.54,1.41,3.17,2.16
2024-12-23,4242.71,1.41,3.12,2.14
2024-12-24,4297.25,1.43,3.16,2.17
2024-12-25,4288.49,1.44,3.14,2.16
2024-12-26,4298.75,1.44,3.17,2.16
2024-12-27,4295.85,1.44,3.17,2.18
2024-12-30,4310.24,1.44,3.16,2.17
2024-12-31,4226.38,1.42,3.07,2.13
2025-01-02,4100.89,1.38,2.98,2.07
2025-01-03,4042.52,1.37,2.92,2.03
2025-01-06,4037.42,1.36,2.91,2.04
2025-01-07,4069.96,1.37,2.96,2.04
2025-01-08,4060.11,1.37,2.95,2.03
2025-01-09,4051.69,1.37,2.95,2.02
2025-01-10,3997.34,1.35,2.9,1.98
2025-01-13,3991.69,1.35,2.91,2.0
2025-01-14,4105.97,1.38,3.01,2.05
2025-01-15,4076.99,1.37,2.97,2.04
2025-01-16,4084.82,1.37,2.97,2.06
2025-01-17,4102.22,1.38,3.0,2.05
2025-01-20,4121.18,1.37,3.02,2.06
2025-01-21,4127.21,1.37,3.03,2.07
2025-01-22,4093.66,1.37,3.01,2.05
2025-01-23,4094.77,1.37,3.0,2.04
2025-01-24,4130.42,1.38,3.03,2.05
2025-01-27,4106.4,1.38,2.99,2.04
2025-02-05,4093.49,1.37,3.0,2.06
2025-02-06,4156.79,1.39,3.07,2.08
2025-02-07,4212.89,1.4,3.12,2.12
2025-02-10,4229.83,1.4,3.15,2.13
2025-02-11,4209.79,1.4,3.14,2.1
2025-02-12,4254.64,1.42,3.18,2.12
2025-02-13,4234.92,1.41,3.14,2.13
2025-02-14,4271.34,1.42,3.17,2.13
2025-02-17,4278.24,1.42,3.19,2.12
2025-02-18,4230.24,1.42,3.13,2.1
2025-02-19,4271.53,1.42,3.18,2.13
2025-02-20,4265.07,1.42,3.19,2.12
2025-02-21,4323.44,1.43,3.27,2.13
2025-02-24,4314.18,1.43,3.26,2.14
2025-02-25,4266.68,1.41,3.23,2.11
2025-02-26,4307.62,1.42,3.26,2.14
2025-02-27,4309.89,1.42,3.25,2.15
2025-02-28,4215.63,1.4,3.15,2.12
2025-03-03,4219.23,1.4,3.15,2.12
2025-03-04,4226.33,1.39,3.18,2.13
2025-03-05,4242.69,1.4,3.19,2.13
2025-03-06,4303.88,1.41,3.25,2.16
2025-03-07,4287.72,1.41,3.23,2.15
2025-03-10,4275.5,1.4,3.23,2.15
2025-03-11,4291.48,1.41,3.24,2.18
2025-03-12,4279.27,1.41,3.22,2.17
2025-03-13,4258.01,1.4,3.19,2.17
2025-03-14,4353.99,1.43,3.25,2.2
2025-03-17,4347.67,1.43,3.25,2.19
2025-03-18,4361.17,1.43,3.26,2.19
2025-03-19,4357.16,1.43,3.24,2.18
2025-03-20,4321.11,1.43,3.21,2.17
2025-03-21,4256.38,1.41,3.16,2.15
2025-03-24,4272.0,1.41,3.16,2.14
2025-03-25,4265.8,1.41,3.14,2.14
2025-03-26,4255.72,1.41,3.14,2.15
2025-03-27,4267.89,1.41,3.15,2.15
2025-03-28,4246.28,1.4,3.13,2.12
2025-03-31,4213.03,1.38,3.11,2.09
2025-04-01,4219.91,1.39,3.12,2.11
2025-04-02,4218.44,1.39,3.12,2.11
2025-04-03,4190.06,1.38,3.1,2.08
2025-04-07,3867.37,1.29,2.82,1.91
2025-04-08,3923.98,1.32,2.85,1.95
2025-04-09,3974.02,1.33,2.92,1.98
2025-04-10,4032.29,1.34,2.97,1.99
2025-04-11,4051.61,1.34,3.0,2.0
2025-04-14,4067.12,1.35,3.02,2.0
2025-04-15,4064.18,1.36,3.0,2.0
2025-04-16,4064.9,1.37,2.99,1.99
2025-04-17,4064.45,1.36,2.99,1.99
2025-04-18,4065.38,1.36,3.0,1.98
2025-04-21,4090.6,1.36,3.03,2.0
2025-04-22,4086.45,1.36,3.02,2.0
2025-04-23,4090.81,1.36,3.0,2.01
2025-04-24,4083.33,1.36,2.98,1.97
2025-04-25,4089.44,1.36,2.98,1.98
2025-04-28,4079.72,1.35,2.95,1.94
2025-04-29,4075.71,1.35,2.94,1.93
2025-04-30,4077.15,1.31,2.95,1.91
2025-05-06,4127.92,1.32,3.0,1.95
2025-05-07,4148.28,1.34,3.0,1.98
2025-05-08,4169.74,1.34,3.01,1.97
2025-05-09,4154.57,1.34,2.98,1.96
2025-05-12,4203.68,1.36,3.02,1.98
2025-05-13,4205.95,1.36,3.01,1.97
2025-05-14,4246.85,1.37,3.02,1.99
2025-05-15,4202.28,1.36,2.98,1.95
2025-05-16,4187.87,1.35,2.98,1.95
2025-05-19,4179.23,1.35,2.98,1.96
2025-05-20,4201.06,1.36,3.0,1.97
2025-05-21,4217.63,1.36,3.0,1.97
2025-05-22,4205.37,1.36,2.99,1.95
2025-05-23,4170.64,1.35,2.96,1.94
2025-05-26,4155.95,1.35,2.97,1.95
2025-05-27,4136.11,1.34,2.96,1.94
2025-05-28,4130.78,1.34,2.95,1.93
2025-05-29,4164.28,1.35,3.0,1.97
2025-05-30,4140.33,1.34,2.98,1.95
2025-06-03,4154.22,1.35,2.99,1.96
2025-06-04,4175.91,1.35,3.02,1.97
2025-06-05,4188.77,1.36,3.04,1.97
2025-06-06,4184.43,1.36,3.04,1.96
2025-06-09,4201.63,1.36,3.07,1.98
2025-06-10,4176.84,1.36,3.04,1.98
2025-06-11,4206.76,1.38,3.06,1.99
2025-06-12,4206.13,1.38,3.07,1.99
2025-06-13,4172.49,1.38,3.04,1.97
2025-06-16,4185.37,1.39,3.19,2.01
2025-06-17,4179.45,1.39,3.17,2.02
2025-06-18,4182.18,1.39,3.18,2.01
2025-06-19,4143.67,1.38,3.15,1.99
2025-06-20,4139.49,1.38,3.13,2.0
2025-06-23,4155.02,1.38,3.15,2.01
2025-06-24,4209.18,1.4,3.2,2.06
2025-06-25,4272.22,1.42,3.26,2.08
2025-06-26,4256.41,1.41,3.25,2.07
2025-06-27,4241.78,1.4,3.26,2.09
2025-06-30,4262.96,1.41,3.3,2.11
2025-07-01,4271.93,1.42,3.3,2.1
2025-07-02,4264.83,1.42,3.26,2.1
2025-07-03,4289.93,1.42,3.26,2.12
2025-07-04,4299.14,1.43,3.26,2.11
2025-07-07,4283.43,1.42,3.24,2.1
2025-07-08,4324.61,1.43,3.28,2.14
2025-07-09,4314.41,1.43,3.26,2.13
2025-07-10,4334.87,1.44,3.27,2.15
2025-07-11,4346.97,1.44,3.3,2.16
2025-07-14,4348.1,1.45,3.3,2.15
2025-07-15,4348.82,1.44,3.31,2.15
2025-07-16,4339.03,1.44,3.31,2.15
2025-07-17,4373.14,1.45,3.36,2.16
2025-07-18,4395.62,1.46,3.37,2.17
2025-07-21,4428.88,1.47,3.39,2.18
2025-07-22,4465.37,1.48,3.41,2.21
2025-07-23,4462.89,1.48,3.4,2.21
2025-07-24,4504.51,1.49,3.45,2.27
2025-07-25,4488.12,1.48,3.46,2.26
2025-07-28,4499.53,1.48,3.47,2.26
2025-07-29,4518.65,1.46,3.5,2.28
2025-07-30,4510.24,1.47,3.48,2.29
2025-07-31,4433.07,1.45,3.44,2.22
2025-08-01,4414.05,1.44,3.43,2.21
2025-08-04,4435.79,1.45,3.45,2.22
2025-08-05,4469.81,1.46,3.46,2.24
2025-08-06,4488.01,1.46,3.49,2.25
2025-08-07,4485.24,1.47,3.47,2.25
2025-08-08,4474.83,1.45,3.45,2.23
2025-08-11,4501.7,1.46,3.49,2.25
2025-08-12,4523.73,1.47,3.52,2.27
2025-08-13,4566.84,1.48,3.58,2.27
2025-08-14,4549.54,1.48,3.55,2.26
2025-08-15,4598.84,1.48,3.61,2.3
2025-08-18,4647.22,1.49,3.68,2.32
2025-08-19,4631.96,1.49,3.66,2.29
2025-08-20,4684.08,1.51,3.72,2.34
2025-08-21,4692.94,1.51,3.72,2.33
2025-08-22,4787.24,1.53,3.83,2.36
